ID,plug,species,tank,treatment,chim,size,dose,days,disease,surv,area,perc_left,rate,prev
CN312,C9,Cnat,disease2,disease,solitary,small,1,12,0,0,0.274,0,,0
CN313,C9,Cnat,disease2,disease,chimera,small,1,12,0,0,0.276,0,,0
CN314,C9,Cnat,disease2,disease,chimera,small,1,12,0,0,0.28,0,,0
CN315,C9,Cnat,disease2,disease,chimera,small,1,12,0,0,0.305,0,,0
CN316,C9,Cnat,disease2,disease,chimera,small,1,12,0,0,0.318,0,,0
CN317,C9,Cnat,disease2,disease,solitary,small,1,12,0,0,0.377,0,,0
CN318,C9,Cnat,disease2,disease,chimera,small,1,12,0,0,0.377,0,,0
CN319,C9,Cnat,disease2,disease,chimera,small,1,12,1,1,0.38,60,13.33333333,
CN320,C9,Cnat,disease2,disease,chimera,small,1,12,0,0,0.41,0,,0
CN321,C9,Cnat,disease2,disease,solitary,small,1,12,0,0,0.425,0,,0
CN322,C9,Cnat,disease2,disease,chimera,small,1,12,0,0,0.455,0,,0
CN323,C9,Cnat,disease2,disease,chimera,small,1,12,1,1,0.471,10,30,
CN324,C9,Cnat,disease2,disease,chimera,small,1,12,0,0,0.473,0,,0
CN325,C9,Cnat,disease2,disease,solitary,small,1,12,0,0,0.49,0,,0
CN326,C9,Cnat,disease2,disease,solitary,small,1,12,0,0,0.503,0,,0
CN327,C9,Cnat,disease2,disease,chimera,small,1,12,0,1,0.503,,,
CN328,C9,Cnat,disease2,disease,solitary,small,1,12,0,1,0.529,,,
CN329,C9,Cnat,disease2,disease,chimera,small,1,12,0,1,0.584,,,
CN330,C9,Cnat,disease2,disease,solitary,small,1,12,0,0,0.661,0,,0
CN331,C9,Cnat,disease2,disease,solitary,small,1,12,0,0,0.705,0,,0
CN332,C9,Cnat,disease2,disease,solitary,small,1,12,0,0,0.772,0,,0
CN333,C9,Cnat,disease2,disease,solitary,small,1,12,0,0,0.794,0,,0
CN334,C9,Cnat,disease2,disease,solitary,small,1,12,0,0,0.857,0,,0
CN335,C9,Cnat,disease2,disease,solitary,small,1,12,0,0,0.881,0,,0
CN336,C9,Cnat,disease2,disease,solitary,small,1,12,0,0,0.893,0,,0
CN337,C9,Cnat,disease2,disease,solitary,small,1,12,0,0,0.912,0,,0
CN338,C9,Cnat,disease2,disease,chimera,medium,1,12,0,0,1.099,0,13.33333333,40
CN339,C9,Cnat,disease2,disease,solitary,medium,1,12,0,1,1.168,,,
CN340,C9,Cnat,disease2,disease,solitary,medium,1,12,0,0,1.219,0,,0
CN341,C9,Cnat,disease2,disease,chimera,medium,1,12,0,0,1.443,0,31.66666667,95
CN342,D1,Cnat,disease3,disease,chimera,small,1,12,0,1,0.486,,,
CN343,D1,Cnat,disease3,disease,chimera,small,1,12,0,0,0.508,0,,0
CN344,D1,Cnat,disease3,disease,chimera,small,1,12,0,1,0.514,,,
CN345,D1,Cnat,disease3,disease,chimera,small,1,12,0,0,0.591,0,,0
CN346,D1,Cnat,disease3,disease,chimera,small,1,12,0,1,0.602,,,
CN347,D1,Cnat,disease3,disease,solitary,small,1,12,0,1,0.998,,,
CN348,D1,Cnat,disease3,disease,chimera,medium,1,12,0,0,1.195,0,,0
CN349,D1,Cnat,disease3,disease,chimera,medium,1,12,0,1,1.724,,,
CN350,D1,Cnat,disease3,disease,solitary,medium,1,12,0,1,3.485,,,
CN351,D1,Cnat,disease3,disease,chimera,medium,1,12,0,1,3.806,,,
CN352,D1,Cnat,disease3,disease,solitary,large,1,12,0,0,5.104,0,30,90
CN353,D10,Cnat,disease3,disease,solitary,medium,1,12,0,1,1.872,,,
CN354,D2,Cnat,disease3,disease,solitary,small,1,12,0,0,0.348,0,,0
CN355,D2,Cnat,disease3,disease,solitary,small,1,12,0,0,0.527,0,,0
CN356,D2,Cnat,disease3,disease,solitary,small,1,12,0,0,0.601,0,,0
CN357,D2,Cnat,disease3,disease,chimera,small,1,12,0,1,0.61,,,
CN358,D2,Cnat,disease3,disease,solitary,small,1,12,0,1,0.718,,,
CN359,D2,Cnat,disease3,disease,chimera,small,1,12,0,0,0.915,0,,0
CN360,D2,Cnat,disease3,disease,chimera,small,1,12,0,1,1.043,,,
CN361,D2,Cnat,disease3,disease,chimera,medium,1,12,0,1,1.155,,,
CN362,D2,Cnat,disease3,disease,chimera,medium,1,12,0,0,1.19,0,30,90
CN363,D2,Cnat,disease3,disease,chimera,medium,1,12,0,1,1.25,,,
CN364,D2,Cnat,disease3,disease,chimera,medium,1,12,0,1,1.334,,,
CN365,D2,Cnat,disease3,disease,chimera,medium,1,12,0,1,1.422,,,
CN366,D2,Cnat,disease3,disease,solitary,medium,1,12,0,0,1.613,0,,0
CN367,D2,Cnat,disease3,disease,solitary,medium,1,12,0,0,1.616,0,,0
CN368,D2,Cnat,disease3,disease,chimera,medium,1,12,0,1,1.67,,,
CN369,D2,Cnat,disease3,disease,chimera,medium,1,12,0,1,1.862,,,
CN370,D2,Cnat,disease3,disease,chimera,medium,1,12,0,1,1.964,,,
CN371,D2,Cnat,disease3,disease,chimera,medium,1,12,0,1,1.991,,,
CN372,D2,Cnat,disease3,disease,chimera,medium,1,12,0,1,2.079,,,
CN373,D2,Cnat,disease3,disease,chimera,medium,1,12,0,1,2.124,,,
CN374,D2,Cnat,disease3,disease,chimera,medium,1,12,0,1,2.236,,,
CN375,D2,Cnat,disease3,disease,chimera,medium,1,12,0,1,2.474,,,
CN376,D2,Cnat,disease3,disease,chimera,medium,1,12,0,1,2.569,,,
CN377,D2,Cnat,disease3,disease,chimera,medium,1,12,0,1,2.758,,,
CN378,D2,Cnat,disease3,disease,chimera,medium,1,12,0,1,3.222,,,
CN379,D2,Cnat,disease3,disease,solitary,medium,1,12,0,1,3.355,,,
CN380,D2,Cnat,disease3,disease,chimera,medium,1,12,0,1,3.363,,,
CN381,D2,Cnat,disease3,disease,chimera,medium,1,12,0,1,3.454,,,
CN382,D2,Cnat,disease3,disease,solitary,medium,1,12,0,1,3.989,,,
CN383,D2,Cnat,disease3,disease,chimera,medium,1,12,0,1,4.878,,,
CN384,D2,Cnat,disease3,disease,chimera,medium,1,12,0,1,5.023,,,
CN385,D2,Cnat,disease3,disease,chimera,large,1,12,0,1,5.711,,,
CN386,D2,Cnat,disease3,disease,chimera,large,1,12,0,1,6.232,,,
CN387,D2,Cnat,disease3,disease,solitary,large,1,12,0,1,6.714,,,
CN388,D2,Cnat,disease3,disease,chimera,large,1,12,0,1,7.014,,,
CN389,D2,Cnat,disease3,disease,chimera,large,1,12,0,1,8.414,,,
CN390,D2,Cnat,disease3,disease,chimera,large,1,12,0,1,8.686,,,
CN391,D3,Cnat,disease3,disease,chimera,small,1,12,0,0,0.425,0,,0
CN392,D3,Cnat,disease3,disease,chimera,small,1,12,0,0,0.52,0,,0
CN393,D3,Cnat,disease3,disease,chimera,small,1,12,0,0,0.696,0,,0
CN394,D3,Cnat,disease3,disease,chimera,small,1,12,0,1,0.775,,,
CN395,D3,Cnat,disease3,disease,chimera,small,1,12,0,1,0.808,,,
CN396,D3,Cnat,disease3,disease,chimera,medium,1,12,0,0,0.867,0,21.66666667,65
CN397,D3,Cnat,disease3,disease,chimera,small,1,12,0,0,0.875,0,,0
CN398,D3,Cnat,disease3,disease,solitary,small,1,12,0,0,0.882,0,,0
CN399,D3,Cnat,disease3,disease,chimera,small,1,12,0,1,0.904,,,
CN400,D3,Cnat,disease3,disease,chimera,medium,1,12,1,1,1.151,5,8.333333333,30
CN401,D3,Cnat,disease3,disease,solitary,medium,1,12,0,1,1.445,,,
CN402,D3,Cnat,disease3,disease,chimera,medium,1,12,0,1,1.652,,,
CN403,D3,Cnat,disease3,disease,chimera,medium,1,12,0,1,1.679,,,
CN404,D3,Cnat,disease3,disease,chimera,medium,1,12,0,1,2.342,,,
CN405,D3,Cnat,disease3,disease,chimera,medium,1,12,0,1,2.606,,,
CN406,D3,Cnat,disease3,disease,chimera,medium,1,12,0,1,2.637,,,
CN407,D3,Cnat,disease3,disease,chimera,large,1,12,0,1,7.86,,,
CN408,D3,Cnat,disease3,disease,chimera,medium,1,12,0,1,3.45,,,
CN409,D3,Cnat,disease3,disease,solitary,large,1,12,0,0,5.033,0,26.66666667,80
CN410,D3,Cnat,disease3,disease,chimera,large,1,12,0,1,5.794,,,
CN411,D3,Cnat,disease3,disease,chimera,large,1,12,0,1,6.955,,,
CN412,D3,Cnat,disease3,disease,chimera,large,1,12,0,1,6.992,,,
CN413,D3,Cnat,disease3,disease,chimera,large,1,12,0,1,8.575,,,
CN414,D4,Cnat,disease3,disease,solitary,medium,1,12,1,1,3.307,30,32.5,95
CN415,D5,Cnat,disease3,disease,solitary,small,1,12,0,0,0.298,0,,0
CN416,D5,Cnat,disease3,disease,solitary,small,1,12,0,0,0.321,0,,0
CN417,D5,Cnat,disease3,disease,chimera,small,1,12,0,1,0.348,,,
CN418,D5,Cnat,disease3,disease,chimera,small,1,12,0,0,0.444,0,,0
CN419,D5,Cnat,disease3,disease,solitary,small,1,12,0,0,0.462,0,,0
CN420,D5,Cnat,disease3,disease,solitary,small,1,12,0,0,0.468,0,,0
CN421,D5,Cnat,disease3,disease,solitary,small,1,12,0,0,0.483,0,,0
CN422,D5,Cnat,disease3,disease,chimera,small,1,12,1,1,0.484,25,25,
CN423,D5,Cnat,disease3,disease,chimera,small,1,12,0,1,0.53,,,
CN424,D5,Cnat,disease3,disease,solitary,small,1,12,0,0,0.543,0,,0
CN425,D5,Cnat,disease3,disease,solitary,small,1,12,0,1,0.564,,,
CN426,D5,Cnat,disease3,disease,solitary,small,1,12,0,0,0.6,0,,0
CN427,D5,Cnat,disease3,disease,chimera,small,1,12,0,0,0.684,0,10,30
CN428,D5,Cnat,disease3,disease,solitary,small,1,12,0,0,0.686,0,,0
CN429,D5,Cnat,disease3,disease,solitary,small,1,12,0,0,0.699,0,,0
CN430,D5,Cnat,disease3,disease,chimera,small,1,12,0,0,0.715,0,,0
CN431,D5,Cnat,disease3,disease,solitary,small,1,12,0,0,0.862,0,,0
CN432,D5,Cnat,disease3,disease,solitary,small,1,12,0,0,0.901,0,,0
CN433,D5,Cnat,disease3,disease,solitary,small,1,12,0,0,0.901,0,,0
CN434,D5,Cnat,disease3,disease,solitary,small,1,12,0,0,0.922,0,,0
CN435,D5,Cnat,disease3,disease,solitary,small,1,12,0,0,0.96,0,,0
CN436,D5,Cnat,disease3,disease,chimera,small,1,12,0,0,0.967,0,,0
CN437,D5,Cnat,disease3,disease,chimera,medium,1,12,0,1,1.024,,,
CN438,D5,Cnat,disease3,disease,solitary,medium,1,12,0,0,1.175,0,,0
CN439,D5,Cnat,disease3,disease,chimera,medium,1,12,0,0,1.254,0,31.66666667,95
CN440,D6,Cnat,disease3,disease,chimera,small,1,12,0,0,0.8,0,,0
CN441,D6,Cnat,disease3,disease,chimera,small,1,12,0,0,0.998,0,,0
CN442,D6,Cnat,disease3,disease,chimera,small,1,12,0,1,1.858,,,
CN443,D6,Cnat,disease3,disease,solitary,medium,1,12,0,1,2.679,,,
CN444,D6,Cnat,disease3,disease,chimera,medium,1,12,0,1,3.989,,,
CN445,D6,Cnat,disease3,disease,chimera,medium,1,12,0,1,4.129,,,
CN446,D7,Cnat,disease3,disease,chimera,small,1,12,0,1,0.698,,,
CN447,D7,Cnat,disease3,disease,solitary,medium,1,12,1,1,2.693,15,25,90
CN448,D7,Cnat,disease3,disease,chimera,medium,1,12,0,1,6.047,,,
CN449,D8,Cnat,disease3,disease,solitary,small,1,12,0,0,0.763,0,,0
CN450,D8,Cnat,disease3,disease,solitary,small,1,12,0,0,0.973,0,,0
CN451,D8,Cnat,disease3,disease,solitary,medium,1,12,0,1,2.806,,,
CN452,D9,Cnat,disease3,disease,solitary,small,1,12,0,0,0.556,0,,0
CN453,D9,Cnat,disease3,disease,solitary,small,1,12,0,0,0.779,0,,0
DL1,A11,Dlab,control,control,solitary,large,1,12,0,1,117.793,,,
DL2,A12,Dlab,control,control,chimera,large,1,12,0,1,79.051,,,
DL3,A12,Dlab,control,control,chimera,large,1,12,0,1,123.731,,,
DL4,A13,Dlab,control,control,solitary,medium,1,12,0,1,26.579,,,
DL5,A14,Dlab,control,control,solitary,medium,1,12,0,1,32.046,,,
DL6,A15,Dlab,control,control,solitary,large,1,12,0,1,107.746,,,
DL7,A16,Dlab,control,control,solitary,small,1,12,0,1,8.61,,,
DL8,A16,Dlab,control,control,chimera,small,1,12,0,1,6.881,,,
DL9,A16,Dlab,control,control,chimera,medium,1,12,0,1,14.532,,,
DL10,A16,Dlab,control,control,chimera,medium,1,12,0,1,18.22,,,
DL11,B12,Dlab,disease1,disease,solitary,large,1,12,0,1,63.626,,,
DL12,B13,Dlab,disease1,disease,chimera,medium,1,12,1,1,44.385,90,1.666666667,95
DL13,B13,Dlab,disease1,disease,chimera,large,1,12,0,1,74.571,,,
DL14,B14,Dlab,disease1,disease,chimera,small,1,12,0,1,3.431,,,
DL15,B14,Dlab,disease1,disease,chimera,medium,1,12,0,1,18.432,,,
DL16,B14,Dlab,disease1,disease,chimera,medium,1,12,0,1,22.934,,,
DL17,B15,Dlab,disease1,disease,chimera,small,1,12,1,1,5.209,20,0,20
DL18,B15,Dlab,disease1,disease,chimera,medium,1,12,0,1,19.647,,,
DL19,B16,Dlab,disease1,disease,solitary,small,1,12,0,0,3.518,0,,0
DL20,B16,Dlab,disease1,disease,solitary,small,1,12,0,1,3.58,,,
DL21,B16,Dlab,disease1,disease,solitary,small,1,12,0,1,5.785,,,
DL22,B17,Dlab,disease1,disease,solitary,small,1,12,0,1,5.94,,,
DL23,C11,Dlab,disease2,disease,solitary,medium,1,12,1,1,33.434,95,0,95
DL24,C11,Dlab,disease2,disease,chimera,small,1,12,0,1,6.672,,,
DL25,C11,Dlab,disease2,disease,chimera,large,1,12,0,1,59.128,,,
DL26,C12,Dlab,disease2,disease,solitary,medium,1,12,1,1,39.083,95,1.666666667,
DL27,C13,Dlab,disease2,disease,solitary,large,1,12,0,1,103.477,,,
DL28,C13,Dlab,disease2,disease,solitary,large,1,12,1,1,124.92,45,3.333333333,55
DL29,C14,Dlab,disease2,disease,solitary,large,1,12,1,1,96.018,95,0,95
DL30,C15,Dlab,disease2,disease,solitary,small,1,12,0,1,3.968,,,
DL31,C16,Dlab,disease2,disease,chimera,small,1,12,0,1,6.55,,,
DL32,C16,Dlab,disease2,disease,chimera,medium,1,12,0,1,23.954,,,
DL33,D11,Dlab,disease3,disease,solitary,medium,1,12,1,1,48.613,50,0,50
DL34,D12,Dlab,disease3,disease,solitary,medium,1,12,1,1,35.341,90,0,90
DL35,D13,Dlab,disease3,disease,solitary,large,1,12,0,1,59.103,,,
DL36,D14,Dlab,disease3,disease,solitary,large,1,12,0,1,83.598,,,
DL37,D15,Dlab,disease3,disease,chimera,small,1,12,0,1,7.005,,,
DL38,D15,Dlab,disease3,disease,chimera,medium,1,12,1,1,18.533,95,0,95
DL39,D15,Dlab,disease3,disease,chimera,medium,1,12,1,1,20.885,90,0,90
DL40,D15,Dlab,disease3,disease,chimera,medium,1,12,1,1,29.319,90,1.666666667,95
DL41,D16,Dlab,disease3,disease,chimera,small,1,12,0,1,3.614,,,
DL42,D16,Dlab,disease3,disease,chimera,medium,1,12,0,1,13.213,,,
CN1,A1,Cnat,control,control,chimera,small,1,16,0,1,0.586,,,
CN2,A1,Cnat,control,control,chimera,small,1,16,0,1,0.705,,,
CN3,A1,Cnat,control,control,chimera,small,1,16,0,1,0.791,,,
CN4,A1,Cnat,control,control,chimera,small,1,16,0,1,0.945,,,
CN5,A1,Cnat,control,control,chimera,medium,1,16,0,1,1.839,,,
CN6,A1,Cnat,control,control,solitary,medium,1,16,0,1,1.876,,,
CN7,A1,Cnat,control,control,chimera,medium,1,16,0,1,2.184,,,
CN8,A1,Cnat,control,control,chimera,medium,1,16,0,1,2.538,,,
CN9,A1,Cnat,control,control,chimera,medium,1,16,0,1,2.887,,,
CN10,A1,Cnat,control,control,chimera,medium,1,16,0,1,4.08,,,
CN11,A1,Cnat,control,control,chimera,medium,1,16,0,1,4.768,,,
CN12,A1,Cnat,control,control,chimera,large,1,16,0,1,5.34,,,
CN13,A1,Cnat,control,control,chimera,large,1,16,0,1,5.973,,,
CN14,A1,Cnat,control,control,chimera,large,1,16,0,1,6.552,,,
CN15,A1,Cnat,control,control,solitary,large,1,16,0,1,7.197,,,
CN16,A1,Cnat,control,control,chimera,large,1,16,0,1,7.343,,,
CN17,A1,Cnat,control,control,solitary,large,1,16,0,1,12.564,,,
CN18,A10,Cnat,control,control,solitary,small,1,16,0,1,0.519,,,
CN19,A10,Cnat,control,control,chimera,small,1,16,0,1,0.736,,,
CN20,A10,Cnat,control,control,chimera,small,1,16,0,1,0.807,,,
CN21,A10,Cnat,control,control,solitary,medium,1,16,0,1,2.364,,,
CN22,A10,Cnat,control,control,solitary,medium,1,16,0,1,1.776,,,
CN23,A10,Cnat,control,control,solitary,medium,1,16,0,1,3.946,,,
CN24,A10,Cnat,control,control,solitary,medium,1,16,0,1,1.947,,,
CN25,A10,Cnat,control,control,solitary,medium,1,16,0,1,2.005,,,
CN26,A10,Cnat,control,control,solitary,large,1,16,0,1,6.886,,,
CN27,A10,Cnat,control,control,solitary,small,1,16,0,1,0.798,,,
CN28,A10,Cnat,control,disease,solitary,small,1,16,0,0,0.653,0,,
CN29,A2,Cnat,control,control,chimera,small,1,16,0,1,0.456,,,
CN30,A2,Cnat,control,control,chimera,small,1,16,0,1,0.482,,,
CN31,A2,Cnat,control,control,chimera,small,1,16,0,1,0.504,,,
CN32,A2,Cnat,control,control,chimera,small,1,16,0,1,0.553,,,
CN33,A2,Cnat,control,control,chimera,small,1,16,0,1,0.601,,,
CN34,A2,Cnat,control,control,chimera,small,1,16,0,1,0.639,,,
CN35,A2,Cnat,control,control,solitary,small,1,16,0,1,0.654,,,
CN36,A2,Cnat,control,control,chimera,small,1,16,0,1,0.716,,,
CN37,A2,Cnat,control,control,solitary,medium,1,16,0,1,0.717,,,
CN38,A2,Cnat,control,control,chimera,small,1,16,0,1,0.745,,,
CN39,A2,Cnat,control,control,chimera,small,1,16,0,1,0.783,,,
CN40,A2,Cnat,control,control,solitary,small,1,16,0,1,0.798,,,
CN41,A2,Cnat,control,control,solitary,small,1,16,0,1,0.853,,,
CN42,A2,Cnat,control,control,chimera,small,1,16,0,1,0.904,,,
CN43,A2,Cnat,control,control,chimera,medium,1,16,0,1,1.21,,,
CN44,A2,Cnat,control,control,chimera,medium,1,16,0,1,1.326,,,
CN45,A2,Cnat,control,control,chimera,medium,1,16,0,1,1.593,,,
CN46,A2,Cnat,control,control,chimera,medium,1,16,0,1,1.733,,,
CN47,A2,Cnat,control,control,chimera,medium,1,16,0,1,1.784,,,
CN48,A2,Cnat,control,control,chimera,medium,1,16,0,1,1.814,,,
CN49,A2,Cnat,control,control,chimera,medium,1,16,0,1,1.907,,,
CN50,A2,Cnat,control,control,chimera,medium,1,16,0,1,1.917,,,
CN51,A2,Cnat,control,control,chimera,medium,1,16,0,1,2.036,,,
CN52,A2,Cnat,control,control,chimera,medium,1,16,0,1,2.385,,,
CN53,A2,Cnat,control,control,chimera,medium,1,16,0,1,2.443,,,
CN54,A2,Cnat,control,control,solitary,medium,1,16,0,1,2.658,,,
CN55,A2,Cnat,control,control,chimera,medium,1,16,0,1,2.802,,,
CN56,A2,Cnat,control,control,chimera,medium,1,16,0,1,2.84,,,
CN57,A2,Cnat,control,control,chimera,medium,1,16,0,1,3.128,,,
CN58,A2,Cnat,control,control,chimera,medium,1,16,0,1,3.58,,,
CN59,A2,Cnat,control,control,chimera,medium,1,16,0,1,3.752,,,
CN60,A2,Cnat,control,control,chimera,medium,1,16,0,1,4.693,,,
CN61,A2,Cnat,control,control,chimera,large,1,16,0,1,5.161,,,
CN62,A2,Cnat,control,control,chimera,large,1,16,0,1,5.239,,,
CN63,A2,Cnat,control,control,chimera,large,1,16,0,1,5.993,,,
CN64,A2,Cnat,control,control,solitary,large,1,16,0,1,6.275,,,
CN65,A2,Cnat,control,control,chimera,large,1,16,0,1,6.923,,,
CN66,A2,Cnat,control,control,chimera,large,1,16,0,1,8.309,,,
CN67,A2,Cnat,control,control,solitary,large,1,16,0,1,8.337,,,
CN68,A3,Cnat,control,control,solitary,small,1,16,0,1,0.67,,,
CN69,A4,Cnat,control,control,chimera,small,1,16,0,1,0.903,,,
CN70,A4,Cnat,control,control,chimera,medium,1,16,0,1,1.12,,,
CN71,A5,Cnat,control,control,solitary,small,1,16,0,1,0.791,,,
CN72,A5,Cnat,control,control,chimera,medium,1,16,0,1,1.715,,,
CN73,A5,Cnat,control,control,chimera,medium,1,16,0,1,1.831,,,
CN74,A5,Cnat,control,control,chimera,medium,1,16,0,1,1.956,,,
CN75,A5,Cnat,control,control,chimera,large,1,16,0,1,5.59,,,
CN76,A6,Cnat,control,control,solitary,small,1,16,0,1,0.836,,,
CN77,A6,Cnat,control,control,solitary,small,1,16,0,1,0.996,,,
CN78,A6,Cnat,control,control,solitary,small,1,16,0,1,0.431,,,
CN79,A7,Cnat,control,control,solitary,small,1,16,0,1,0.467,,,
CN80,A7,Cnat,control,control,solitary,small,1,16,0,1,0.679,,,
CN81,A7,Cnat,control,control,solitary,small,1,16,0,1,0.77,,,
CN82,A7,Cnat,control,control,solitary,small,1,16,0,1,0.785,,,
CN83,A7,Cnat,control,control,solitary,small,1,16,0,1,0.867,,,
CN84,A7,Cnat,control,control,solitary,small,1,16,0,1,0.907,,,
CN85,A8,Cnat,control,control,solitary,small,1,16,0,1,0.496,,,
CN86,A8,Cnat,control,control,solitary,small,1,16,0,0,0.541,0,,0
CN87,A9,Cnat,control,control,solitary,small,1,16,0,1,0.512,,,
CN88,B1,Cnat,disease1,disease,chimera,small,1,16,0,1,0.421,,,
CN89,B1,Cnat,disease1,disease,chimera,small,1,16,0,1,0.433,,,
CN90,B1,Cnat,disease1,disease,chimera,small,1,16,0,1,0.683,,,
CN91,B1,Cnat,disease1,disease,chimera,medium,1,16,0,1,1.401,,,
CN92,B1,Cnat,disease1,disease,chimera,medium,1,16,0,1,1.562,,,
CN93,B1,Cnat,disease1,disease,solitary,medium,1,16,0,0,1.785,0,1.25,5
CN94,B1,Cnat,disease1,disease,solitary,medium,1,16,1,1,1.846,75,6.25,
CN95,B1,Cnat,disease1,disease,chimera,medium,1,16,0,1,1.882,,,
CN96,B1,Cnat,disease1,disease,chimera,medium,1,16,0,1,1.952,,,
CN97,B1,Cnat,disease1,disease,chimera,medium,1,16,0,1,1.996,,,
CN98,B1,Cnat,disease1,disease,chimera,medium,1,16,0,1,2.087,,,
CN99,B1,Cnat,disease1,disease,chimera,medium,1,16,0,1,2.158,,,
CN100,B1,Cnat,disease1,disease,chimera,medium,1,16,0,1,2.196,,,
CN101,B1,Cnat,disease1,disease,chimera,medium,1,16,0,1,2.316,,,
CN102,B1,Cnat,disease1,disease,chimera,medium,1,16,0,1,2.324,,,
CN103,B1,Cnat,disease1,disease,solitary,medium,1,16,0,0,2.61,0,8.75,35
CN104,B1,Cnat,disease1,disease,solitary,medium,1,16,0,1,2.755,,,
CN105,B1,Cnat,disease1,disease,chimera,medium,1,16,0,1,3.002,,,
CN106,B1,Cnat,disease1,disease,chimera,medium,1,16,0,1,3.094,,,
CN107,B1,Cnat,disease1,disease,chimera,medium,1,16,0,1,3.347,,,
CN108,B1,Cnat,disease1,disease,chimera,medium,1,16,0,1,3.375,,,
CN109,B1,Cnat,disease1,disease,chimera,medium,1,16,0,1,3.578,,,
CN110,B1,Cnat,disease1,disease,chimera,medium,1,16,0,1,4.967,,,
CN111,B1,Cnat,disease1,disease,chimera,large,1,16,0,1,5.132,,,
CN112,B1,Cnat,disease1,disease,chimera,large,1,16,0,1,5.149,,,
CN113,B1,Cnat,disease1,disease,chimera,large,1,16,0,1,5.836,,,
CN114,B1,Cnat,disease1,disease,chimera,large,1,16,0,1,5.978,,,
CN115,B1,Cnat,disease1,disease,chimera,large,1,16,0,1,6.641,,,
CN116,B1,Cnat,disease1,disease,chimera,large,1,16,0,1,7.03,,,
CN117,B1,Cnat,disease1,disease,chimera,large,1,16,0,1,7.066,,,
CN118,B1,Cnat,disease1,disease,chimera,large,1,16,0,1,7.895,,,
CN119,B1,Cnat,disease1,disease,chimera,large,1,16,0,1,10.144,,,
CN120,B1,Cnat,disease1,disease,solitary,large,1,16,0,1,12.606,,,
CN121,B10,Cnat,disease1,disease,chimera,small,1,16,0,0,0.405,0,12.5,50
CN122,B10,Cnat,disease1,disease,chimera,small,1,16,0,0,0.523,0,5,20
CN123,B10,Cnat,disease1,disease,solitary,small,1,16,0,0,0.573,0,,0
CN124,B10,Cnat,disease1,disease,solitary,small,1,16,0,0,0.657,0,,0
CN125,B11,Cnat,disease1,disease,chimera,small,1,16,0,0,0.28,0,,0
CN126,B11,Cnat,disease1,disease,chimera,small,1,16,0,0,0.31,0,,0
CN127,B11,Cnat,disease1,disease,solitary,small,1,16,0,0,0.336,0,,0
CN128,B11,Cnat,disease1,disease,solitary,small,1,16,0,0,0.46,0,,0
CN129,B11,Cnat,disease1,disease,chimera,small,1,16,0,0,0.594,0,,0
CN130,B11,Cnat,disease1,disease,chimera,small,1,16,0,0,0.776,0,,0
CN131,B11,Cnat,disease1,disease,solitary,medium,1,16,1,1,1.316,10,20,90
CN132,B2,Cnat,disease1,disease,chimera,small,1,16,0,0,0.297,0,13.75,55
CN133,B2,Cnat,disease1,disease,solitary,small,1,16,0,0,0.595,0,,0
CN134,B2,Cnat,disease1,disease,chimera,small,1,16,0,0,0.813,0,,0
CN135,B2,Cnat,disease1,disease,chimera,small,1,16,0,1,0.875,,,
CN136,B2,Cnat,disease1,disease,chimera,small,1,16,0,1,1.078,,,
CN137,B2,Cnat,disease1,disease,chimera,medium,1,16,1,1,1.185,70,7.5,
CN138,B2,Cnat,disease1,disease,chimera,small,1,16,0,1,1.207,,,
CN139,B2,Cnat,disease1,disease,chimera,medium,1,16,0,1,1.847,,,
CN140,B2,Cnat,disease1,disease,chimera,medium,1,16,0,1,2.181,,,
CN141,B2,Cnat,disease1,disease,chimera,medium,1,16,0,1,3.222,,,
CN142,B2,Cnat,disease1,disease,chimera,medium,1,16,0,1,3.883,,,
CN143,B2,Cnat,disease1,disease,solitary,medium,1,16,0,1,4.395,,,
CN144,B2,Cnat,disease1,disease,chimera,medium,1,16,0,1,4.615,,,
CN145,B2,Cnat,disease1,disease,chimera,large,1,16,0,1,5.639,,,
CN146,B2,Cnat,disease1,disease,chimera,large,1,16,0,1,5.841,,,
CN147,B2,Cnat,disease1,disease,chimera,large,1,16,0,1,7.149,,,
CN148,B2,Cnat,disease1,disease,solitary,large,1,16,0,1,12.747,,,
CN149,B2,Cnat,disease1,disease,chimera,large,1,16,0,1,15.12,,,
CN150,B3,Cnat,disease1,disease,solitary,small,1,16,0,1,0.529,,,
CN151,B3,Cnat,disease1,disease,solitary,small,1,16,0,0,0.574,0,50,
CN152,B3,Cnat,disease1,disease,solitary,small,1,16,0,1,0.655,,,
CN153,B3,Cnat,disease1,disease,chimera,small,1,16,0,1,0.708,,,
CN154,B3,Cnat,disease1,disease,chimera,small,1,16,0,1,0.794,,,
CN155,B3,Cnat,disease1,disease,solitary,medium,1,16,0,1,1.452,,,
CN156,B3,Cnat,disease1,disease,chimera,medium,1,16,0,1,2.097,,,
CN157,B3,Cnat,disease1,disease,chimera,medium,1,16,0,1,2.511,,,
CN158,B5,Cnat,disease1,disease,chimera,small,1,16,0,0,0.414,0,11.25,45
CN159,B5,Cnat,disease1,disease,chimera,small,1,16,0,0,0.501,0,,0
CN160,B5,Cnat,disease1,disease,solitary,small,1,16,0,0,0.539,0,,0
CN161,B5,Cnat,disease1,disease,solitary,small,1,16,0,0,0.543,0,,0
